business_id,business_type,business_age_months,loan_amount_requested,loan_purpose,stated_annual_turnover,avg_monthly_bank_credit,turnover_bank_ratio,num_employees_stated,gst_returns_filed_last_12,gst_filing_consistency,num_companies_director_linked,any_linked_company_defaulted,address_type,num_businesses_at_same_address,address_verified,years_of_itr_filed,itr_turnover_match,existing_loans,loan_to_turnover_ratio,application_hour,is_ghost
B4670,LLP,24,1000000,expansion,757061,51022,1.24,,11,30631.61,4,1,residential,3,1,4.0,0,4,1.32,11,0
B4671,Pvt Ltd,31,500000,inventory,8237806,889962,0.77,22.0,7,23141.28,4,0,coworking,10,1,5.0,1,2,0.06,18,0
B4672,Proprietorship,46,500000,working capital,18620110,1215511,1.28,45.0,5,12803.14,5,0,virtual office,12,1,9.0,1,4,0.03,8,0
B4673,Proprietorship,114,250000,expansion,16062437,1386199,0.97,47.0,7,29470.18,8,0,residential,49,1,0.0,1,0,0.02,13,0
B4674,Pvt Ltd,118,100000,inventory,12208039,1118173,0.91,24.0,8,35848.5,11,0,commercial,9,0,4.0,1,0,0.01,14,0
B4675,LLP,33,250000,expansion,4535541,477077,0.79,46.0,8,18547.4,8,0,commercial,21,1,7.0,1,2,0.06,22,0
B4676,Proprietorship,39,500000,equipment purchase,5365216,540257,0.83,40.0,10,,4,0,commercial,34,1,2.0,1,0,0.09,10,0
B4677,Pvt Ltd,46,2500000,expansion,9841177,694994,1.18,21.0,5,41984.2,8,1,commercial,22,1,2.0,1,3,0.25,10,1
B4678,Partnership,15,100000,expansion,1680268,146123,0.96,30.0,7,7434.09,11,1,commercial,18,0,6.0,1,4,0.06,2,0
B4679,LLP,81,500000,expansion,5371555,569449,0.79,11.0,1,27261.22,5,0,coworking,44,0,6.0,1,3,0.09,10,0
B4680,LLP,95,250000,working capital,3445979,327778,0.88,9.0,7,17420.63,8,1,commercial,6,1,,1,1,0.07,0,0
B4681,Pvt Ltd,34,500000,working capital,4988762,462708,0.9,12.0,2,35139.74,1,0,commercial,25,1,,1,1,0.1,3,0
B4682,Pvt Ltd,13,100000,inventory,7439691,714793,0.87,26.0,0,940.51,3,0,coworking,50,0,4.0,1,4,0.01,20,0
B4683,Partnership,110,250000,working capital,2697381,200843,1.12,38.0,6,33523.66,7,0,commercial,45,1,8.0,0,0,0.09,19,0
B4684,Pvt Ltd,65,1000000,expansion,18113837,1717118,0.88,3.0,0,5144.89,12,0,commercial,15,1,,0,2,0.06,9,0
B4685,Proprietorship,12,500000,expansion,1967770,137696,1.19,33.0,10,3238.39,1,1,commercial,1,1,3.0,1,1,0.25,17,0
B4686,Pvt Ltd,87,500000,working capital,6081113,484898,1.05,15.0,0,36231.17,11,0,commercial,55,1,7.0,1,0,0.08,0,0
B4687,Pvt Ltd,43,250000,working capital,1164990,119795,0.81,47.0,0,32017.11,5,0,residential,40,1,8.0,0,2,0.21,20,0
B4688,Pvt Ltd,50,250000,expansion,18731011,1110409,1.41,5.0,3,44746.8,6,0,commercial,18,1,8.0,1,4,0.01,2,0
B4689,LLP,85,250000,expansion,6877640,543672,1.05,24.0,12,25982.75,14,0,residential,52,1,9.0,1,0,0.04,2,0
B4690,Partnership,95,1000000,equipment purchase,16915607,1212416,1.16,11.0,11,26501.22,12,0,virtual office,56,1,0.0,1,3,0.06,18,0
B4691,Pvt Ltd,73,5000000,inventory,15152194,1034331,1.22,,12,,13,0,commercial,44,1,0.0,1,4,0.33,17,0
B4692,Pvt Ltd,55,250000,working capital,13784176,1382030,0.83,,11,16169.88,1,1,commercial,31,1,,0,1,0.02,12,0
B4693,Pvt Ltd,90,250000,inventory,8533949,795007,0.89,10.0,3,1845.62,7,0,residential,20,0,5.0,1,4,0.03,2,1
B4694,LLP,61,1000000,expansion,4353611,278478,1.3,43.0,9,11502.29,10,0,commercial,44,0,,1,4,0.23,22,0
B4695,LLP,79,250000,inventory,15303473,1271052,1.0,28.0,10,11900.67,9,0,commercial,25,1,7.0,1,2,0.02,17,1
B4696,Proprietorship,46,500000,working capital,17299314,1412984,1.02,39.0,5,16782.94,3,0,residential,33,1,5.0,0,1,0.03,18,0
B4697,LLP,92,250000,working capital,13259886,867988,1.27,17.0,11,,4,0,commercial,10,1,9.0,0,2,0.02,7,0
B4698,LLP,54,1000000,inventory,5861382,576299,0.85,44.0,9,40242.14,14,1,coworking,29,0,9.0,1,4,0.17,13,0
B4699,Pvt Ltd,117,500000,working capital,19070219,1462057,1.09,26.0,11,46797.81,1,0,commercial,55,0,9.0,1,0,0.03,23,0
B4700,Partnership,46,1000000,equipment purchase,12728949,1227455,0.86,,2,49930.48,13,0,commercial,19,0,6.0,1,3,0.08,0,0
B4701,Pvt Ltd,111,1000000,expansion,10274844,698036,1.23,36.0,9,21688.95,4,0,virtual office,59,1,6.0,1,3,0.1,0,0
B4702,Pvt Ltd,94,250000,expansion,3690008,273381,1.12,12.0,5,11353.67,14,1,commercial,28,0,6.0,0,2,0.07,7,1
B4703,LLP,96,1000000,working capital,4720283,297811,1.32,3.0,12,28000.21,5,0,commercial,58,1,1.0,1,0,0.21,11,0
B4704,LLP,96,1000000,expansion,13550653,887666,1.27,,6,44056.72,7,0,coworking,27,1,2.0,1,3,0.07,7,0
B4705,LLP,52,250000,equipment purchase,4711219,482864,0.81,44.0,10,23286.59,5,1,commercial,59,1,9.0,1,0,0.05,10,0
B4706,LLP,113,100000,working capital,5015709,319946,1.31,24.0,0,25269.97,8,0,commercial,19,1,8.0,1,2,0.02,13,0
B4707,Proprietorship,57,100000,equipment purchase,14619775,922798,1.32,,5,6721.96,7,1,commercial,43,1,,1,1,0.01,17,1
B4708,Pvt Ltd,72,500000,equipment purchase,17638262,1858229,0.79,13.0,9,21022.77,1,1,commercial,55,1,7.0,0,0,0.03,11,0
B4709,Proprietorship,53,250000,expansion,18285137,1657154,0.92,16.0,0,19349.74,12,0,residential,31,1,,1,0,0.01,7,0
B4710,LLP,57,500000,expansion,1846397,117023,1.31,40.0,6,17584.43,2,0,commercial,54,0,5.0,1,1,0.27,0,0
B4711,LLP,98,100000,inventory,15685135,1677041,0.78,27.0,9,44364.93,7,0,residential,35,0,0.0,0,4,0.01,20,1
B4712,LLP,108,2500000,equipment purchase,1470040,96564,1.27,6.0,4,2965.07,3,1,commercial,14,0,8.0,1,4,1.7,9,1
B4713,Pvt Ltd,17,250000,expansion,12309700,1189740,0.86,42.0,9,48607.36,2,0,coworking,50,1,1.0,0,4,0.02,4,0
B4714,Proprietorship,49,250000,equipment purchase,15094950,906842,1.39,10.0,3,412.34,11,0,commercial,59,1,9.0,1,2,0.02,13,0
B4715,LLP,70,500000,inventory,6844836,613026,0.93,38.0,0,47279.7,12,0,residential,59,1,4.0,1,4,0.07,7,1
B4716,Pvt Ltd,67,500000,equipment purchase,1239378,106175,0.97,8.0,8,27402.38,14,0,coworking,6,1,8.0,0,2,0.4,23,0
B4717,LLP,20,250000,working capital,18971529,1303980,1.21,,6,35122.26,9,0,commercial,58,1,7.0,0,1,0.01,11,0
B4718,Partnership,109,250000,inventory,19647447,1777910,0.92,32.0,1,9356.64,12,0,commercial,55,1,9.0,1,0,0.01,3,0
B4719,LLP,99,100000,inventory,11251688,1003492,0.93,17.0,3,32710.58,10,0,commercial,9,1,3.0,1,3,0.01,17,0
B4720,Partnership,65,1000000,equipment purchase,11467562,1126698,0.85,42.0,3,44097.88,13,0,coworking,57,1,7.0,1,3,0.09,14,0
B4721,Pvt Ltd,80,1000000,equipment purchase,13758493,1405114,0.82,2.0,7,6974.01,8,0,residential,41,0,8.0,1,2,0.07,5,0
B4722,Pvt Ltd,112,500000,expansion,15078171,1264132,0.99,44.0,1,6354.08,8,0,coworking,27,0,4.0,0,2,0.03,10,0
B4723,Pvt Ltd,15,1000000,working capital,11003829,911646,1.01,20.0,10,15198.9,3,0,residential,58,1,0.0,0,0,0.09,12,0
B4724,LLP,103,1000000,inventory,1584258,141653,0.93,10.0,4,8086.29,11,0,commercial,17,1,5.0,0,1,0.63,19,0
B4725,Pvt Ltd,25,100000,inventory,4619500,437899,0.88,9.0,9,5532.29,10,0,commercial,36,1,3.0,1,0,0.02,1,0
B4726,Pvt Ltd,22,5000000,inventory,12408027,944770,1.09,48.0,7,33915.95,9,0,coworking,4,1,5.0,0,2,0.4,8,0
B4727,Partnership,94,1000000,expansion,6656393,556244,1.0,39.0,5,10691.33,9,0,commercial,58,1,0.0,1,0,0.15,8,0
B4728,Proprietorship,68,250000,working capital,8704282,762395,0.95,41.0,3,,12,0,commercial,24,1,3.0,0,2,0.03,22,0
B4729,Proprietorship,98,100000,inventory,19747781,2127867,0.77,25.0,4,43096.46,2,1,commercial,51,1,4.0,1,3,0.01,1,0
B4730,Pvt Ltd,76,100000,inventory,9932621,871279,0.95,25.0,1,32601.24,7,0,commercial,16,1,,1,0,0.01,2,0
B4731,Pvt Ltd,56,100000,expansion,16010769,1113431,1.2,24.0,4,5968.35,8,0,commercial,17,1,4.0,1,1,0.01,23,1
B4732,Pvt Ltd,58,1000000,equipment purchase,2536567,222540,0.95,6.0,2,28678.88,12,0,residential,3,1,1.0,1,3,0.39,9,0
B4733,Proprietorship,69,500000,inventory,12850229,1276134,0.84,30.0,11,19681.43,7,0,commercial,54,1,,1,1,0.04,17,0
B4734,Partnership,34,1000000,working capital,19116834,1934690,0.82,10.0,2,17168.55,9,0,commercial,39,0,4.0,1,1,0.05,20,0
B4735,LLP,40,1000000,working capital,8854689,870821,0.85,39.0,6,15926.57,9,0,commercial,57,1,6.0,1,2,0.11,17,0
B4736,Pvt Ltd,29,500000,working capital,18988735,1950974,0.81,31.0,2,46471.61,7,0,residential,37,1,,1,1,0.03,0,1
B4737,LLP,61,500000,working capital,13755973,1032683,1.11,18.0,3,37125.37,12,0,commercial,53,1,5.0,1,4,0.04,14,0
B4738,Pvt Ltd,115,100000,expansion,769024,64376,1.0,43.0,6,6692.44,7,0,commercial,3,1,8.0,1,1,0.13,12,0
B4739,Pvt Ltd,17,250000,inventory,589257,57342,0.86,33.0,2,23800.27,1,0,coworking,44,1,9.0,1,0,0.42,14,0
B4740,LLP,113,500000,expansion,10382245,742910,1.16,19.0,9,15911.15,2,0,commercial,51,1,,0,2,0.05,22,0
B4741,Proprietorship,93,100000,working capital,11746632,903461,1.08,23.0,9,48896.92,14,0,commercial,41,0,2.0,1,2,0.01,3,0
B4742,Pvt Ltd,28,100000,working capital,18024966,1800533,0.83,,12,48901.45,5,0,commercial,35,1,4.0,1,4,0.01,18,0
B4743,Pvt Ltd,89,2500000,working capital,19394445,1878111,0.86,26.0,1,15976.72,13,0,commercial,3,1,8.0,1,2,0.13,2,0
B4744,Partnership,101,500000,expansion,4297446,459368,0.78,29.0,9,17605.66,13,0,commercial,16,1,4.0,0,2,0.12,12,0
B4745,Pvt Ltd,73,250000,working capital,5979480,646573,0.77,24.0,6,,11,0,virtual office,57,1,2.0,0,3,0.04,6,0
B4746,Pvt Ltd,117,500000,inventory,3921101,275930,1.18,6.0,4,23965.35,14,0,commercial,20,1,7.0,1,3,0.13,11,0
B4747,Pvt Ltd,30,1000000,working capital,15897103,1643058,0.81,39.0,0,,1,0,residential,45,0,,1,3,0.06,22,0
B4748,Pvt Ltd,49,250000,inventory,14612341,921441,1.32,4.0,11,33020.61,12,0,coworking,6,1,,1,4,0.02,1,1
B4749,Pvt Ltd,108,100000,inventory,5098959,478401,0.89,48.0,9,16706.43,10,0,commercial,33,1,4.0,1,2,0.02,15,0
B4750,Proprietorship,94,2500000,working capital,17182046,1191373,1.2,42.0,12,32685.82,7,1,commercial,43,1,0.0,1,2,0.15,21,0
B4751,Pvt Ltd,85,250000,expansion,11602345,851019,1.14,26.0,7,19184.08,5,1,residential,50,1,7.0,1,2,0.02,7,0
B4752,LLP,51,100000,equipment purchase,19247348,2033470,0.79,15.0,2,35010.49,13,0,commercial,27,1,5.0,1,1,0.01,22,0
B4753,LLP,84,500000,equipment purchase,16298000,1165158,1.17,13.0,10,,5,0,residential,30,1,4.0,1,2,0.03,11,0
B4754,LLP,65,1000000,inventory,13215233,1215698,0.91,40.0,6,25440.64,8,0,residential,35,1,6.0,1,2,0.08,1,0
B4755,Proprietorship,100,250000,expansion,4625366,311008,1.24,22.0,5,35237.0,9,0,commercial,18,0,1.0,1,0,0.05,15,0
B4756,Proprietorship,61,250000,equipment purchase,18895845,1190491,1.32,,9,23048.28,10,0,commercial,30,1,2.0,1,0,0.01,22,0
B4757,Pvt Ltd,82,250000,working capital,2205950,166106,1.11,39.0,11,5806.91,1,0,commercial,43,1,8.0,1,2,0.11,14,0
B4758,Proprietorship,94,5000000,working capital,3004380,269021,0.93,17.0,12,9105.31,10,0,commercial,26,0,,1,1,1.66,8,0
B4759,LLP,52,100000,inventory,16290351,1152226,1.18,36.0,5,,4,0,commercial,15,1,5.0,1,1,0.01,14,0
B4760,Partnership,27,500000,expansion,3008386,220640,1.14,39.0,12,3161.45,11,0,residential,32,1,7.0,1,4,0.17,2,0
B4761,LLP,17,2500000,expansion,13735436,1287969,0.89,48.0,12,35569.06,2,1,commercial,35,1,2.0,1,4,0.18,10,0
B4762,Partnership,16,100000,equipment purchase,8865970,562750,1.31,25.0,7,18369.51,14,0,residential,12,1,0.0,1,2,0.01,18,0
B4763,Proprietorship,50,5000000,equipment purchase,8644380,697416,1.03,34.0,12,4676.16,9,1,commercial,21,1,3.0,1,3,0.58,14,0
B4764,Pvt Ltd,95,2500000,working capital,3686104,388589,0.79,21.0,12,40997.91,9,0,residential,12,1,1.0,0,1,0.68,20,1
B4765,LLP,66,2500000,inventory,8850676,691962,1.07,25.0,11,34182.71,1,0,virtual office,49,1,8.0,0,3,0.28,0,0
B4766,Partnership,25,250000,expansion,3494297,279695,1.04,25.0,12,22611.21,3,1,virtual office,1,1,3.0,0,4,0.07,6,0
B4767,Proprietorship,107,500000,equipment purchase,13723328,1307058,0.87,22.0,3,12371.27,10,1,commercial,11,1,8.0,1,1,0.04,22,1
B4768,Pvt Ltd,82,1000000,equipment purchase,16838494,1638114,0.86,23.0,3,7587.29,8,0,commercial,55,1,6.0,1,3,0.06,3,0
B4769,Proprietorship,115,5000000,inventory,8179301,791868,0.86,25.0,11,,2,0,commercial,25,1,6.0,1,2,0.61,21,0
B4770,Pvt Ltd,84,100000,inventory,18937599,2049553,0.77,14.0,2,44262.29,2,0,commercial,47,1,,1,3,0.01,0,0
B4771,Pvt Ltd,44,1000000,working capital,11047906,683930,1.35,14.0,0,9419.77,2,0,coworking,9,1,1.0,0,4,0.09,19,0
B4772,LLP,63,250000,inventory,4721922,507351,0.78,26.0,9,28432.96,13,0,commercial,39,1,6.0,0,1,0.05,10,0
B4773,Pvt Ltd,108,100000,working capital,18507631,1958899,0.79,40.0,2,,5,0,residential,43,1,,1,1,0.01,18,0
B4774,Proprietorship,57,250000,working capital,17286921,1744946,0.83,30.0,0,31855.83,14,0,residential,27,1,6.0,1,1,0.01,11,1
B4775,Pvt Ltd,83,1000000,inventory,1367344,110809,1.03,26.0,5,21998.24,9,0,commercial,29,1,2.0,0,2,0.73,20,0
B4776,Proprietorship,99,500000,inventory,1862470,189745,0.82,38.0,7,35818.65,7,0,commercial,50,0,,0,1,0.27,7,0
B4777,Pvt Ltd,51,500000,inventory,2117243,146883,1.2,22.0,2,41228.9,13,1,commercial,27,1,3.0,1,3,0.24,12,1
B4778,Pvt Ltd,77,5000000,inventory,11181545,1094853,0.85,39.0,11,29525.81,7,0,commercial,55,1,7.0,1,0,0.45,4,0
B4779,Pvt Ltd,76,250000,inventory,10959557,740813,1.23,39.0,3,43591.62,2,0,residential,28,1,,0,0,0.02,0,0
B4780,Pvt Ltd,116,500000,working capital,11046144,1094688,0.84,34.0,12,25729.59,2,1,virtual office,57,0,8.0,0,2,0.05,17,1
B4781,Pvt Ltd,89,250000,equipment purchase,3667011,326583,0.94,25.0,6,41501.45,5,0,commercial,39,0,5.0,1,3,0.07,1,1
B4782,Pvt Ltd,104,250000,expansion,10176357,643500,1.32,36.0,11,47600.96,12,0,commercial,18,0,3.0,1,2,0.02,8,0
B4783,LLP,20,500000,expansion,8549017,881397,0.81,13.0,10,25062.17,14,0,commercial,15,1,2.0,1,0,0.06,12,0
B4784,Pvt Ltd,19,2500000,working capital,12945775,1129275,0.96,29.0,5,30250.09,7,0,commercial,16,0,3.0,1,1,0.19,12,0
B4785,LLP,18,500000,working capital,10180428,927902,0.91,42.0,1,30473.38,7,0,commercial,47,1,6.0,0,0,0.05,22,1
B4786,Pvt Ltd,75,1000000,equipment purchase,6931707,502609,1.15,9.0,6,39071.74,9,0,residential,23,1,7.0,1,0,0.14,14,0
B4787,Proprietorship,98,100000,inventory,16060936,1636852,0.82,15.0,7,41148.29,3,0,commercial,30,1,1.0,0,0,0.01,19,0
B4788,Partnership,117,250000,working capital,9412351,805634,0.97,31.0,11,1361.47,14,0,commercial,36,0,8.0,1,2,0.03,8,0
B4789,LLP,86,500000,expansion,10830265,859807,1.05,44.0,0,36667.98,1,0,commercial,56,1,6.0,1,4,0.05,14,0
B4790,Pvt Ltd,48,100000,inventory,8332458,708654,0.98,27.0,5,39190.76,9,0,residential,35,1,6.0,0,2,0.01,6,1
B4791,Pvt Ltd,111,250000,working capital,13483326,1260677,0.89,,10,35021.47,1,0,commercial,28,1,9.0,1,4,0.02,10,0
B4792,Partnership,55,500000,inventory,10243916,953562,0.9,10.0,8,35684.78,8,0,commercial,46,1,3.0,0,2,0.05,22,0
B4793,Pvt Ltd,79,100000,expansion,5839506,445041,1.09,37.0,6,2070.14,14,0,commercial,53,1,6.0,0,0,0.02,4,0
B4794,Pvt Ltd,112,250000,inventory,8548962,663367,1.07,7.0,4,22101.93,14,0,commercial,3,1,1.0,0,1,0.03,8,0
B4795,Pvt Ltd,55,500000,working capital,17654477,1526145,0.96,32.0,12,40908.98,5,0,commercial,55,1,9.0,1,3,0.03,13,0
B4796,Pvt Ltd,49,500000,working capital,16102869,1683614,0.8,11.0,9,46700.36,8,0,virtual office,16,1,2.0,1,4,0.03,18,0
B4797,Pvt Ltd,80,2500000,expansion,6413384,613150,0.87,48.0,10,11473.4,7,0,commercial,15,0,1.0,1,2,0.39,14,0
B4798,Proprietorship,18,500000,equipment purchase,16361285,1273792,1.07,45.0,9,28959.75,9,0,residential,19,1,4.0,1,1,0.03,15,0
B4799,Pvt Ltd,97,250000,equipment purchase,18350211,1379659,1.11,28.0,8,40216.51,2,1,residential,10,1,0.0,1,3,0.01,19,0
B4800,LLP,41,2500000,inventory,18014915,1522533,0.99,,1,37620.38,9,0,residential,53,1,1.0,1,1,0.14,14,1
B4801,Pvt Ltd,57,1000000,working capital,8007265,815403,0.82,48.0,6,30944.51,10,0,commercial,49,1,5.0,1,4,0.12,21,0
B4802,Pvt Ltd,73,250000,working capital,8603453,505601,1.42,45.0,8,934.56,5,0,virtual office,4,1,5.0,0,4,0.03,22,0
B4803,Partnership,96,100000,expansion,10059266,944138,0.89,31.0,1,36194.29,5,0,virtual office,22,1,7.0,1,3,0.01,14,0
B4804,Pvt Ltd,108,500000,expansion,3267676,238732,1.14,29.0,12,38662.13,1,0,commercial,18,1,8.0,1,3,0.15,23,1
B4805,Proprietorship,108,500000,working capital,8349971,574087,1.21,33.0,10,36142.48,6,0,residential,22,1,8.0,0,4,0.06,3,0
B4806,LLP,110,1000000,expansion,9169120,540430,1.41,4.0,9,38290.46,10,0,commercial,42,1,6.0,0,4,0.11,18,0
B4807,Pvt Ltd,43,1000000,equipment purchase,3817045,393777,0.81,47.0,5,21545.74,10,0,commercial,55,0,9.0,1,0,0.26,18,0
B4808,Partnership,35,500000,equipment purchase,10565774,1098267,0.8,26.0,8,49687.61,10,0,commercial,16,0,0.0,1,3,0.05,4,0
B4809,Pvt Ltd,24,5000000,inventory,19997562,1227934,1.36,31.0,2,38539.35,10,0,coworking,56,1,3.0,1,3,0.25,1,0
B4810,Proprietorship,96,500000,expansion,4347542,367037,0.99,31.0,7,,3,1,residential,3,0,6.0,1,4,0.12,0,0
B4811,Pvt Ltd,16,100000,inventory,13963131,921036,1.26,27.0,4,46709.56,13,0,residential,44,1,,1,2,0.01,8,1
B4812,Proprietorship,53,1000000,expansion,7308052,703529,0.87,25.0,6,45409.92,10,0,commercial,58,1,8.0,1,0,0.14,7,0
B4813,Pvt Ltd,110,250000,expansion,5250569,480967,0.91,48.0,12,40728.35,3,1,commercial,59,1,0.0,1,2,0.05,11,0
B4814,LLP,102,1000000,equipment purchase,13050040,955130,1.14,,11,28184.75,3,0,commercial,51,1,,1,4,0.08,2,0
B4815,Proprietorship,23,5000000,working capital,10992474,705511,1.3,49.0,2,26355.05,13,0,residential,53,1,6.0,0,0,0.45,20,1
B4816,Partnership,55,500000,expansion,606680,60603,0.83,31.0,7,16435.4,4,0,commercial,35,0,9.0,1,0,0.82,7,0
B4817,Partnership,82,500000,expansion,7655125,704623,0.91,43.0,1,12543.9,9,0,commercial,41,1,,0,4,0.07,17,0
B4818,Proprietorship,57,500000,expansion,8248139,483954,1.42,37.0,12,25617.98,13,0,coworking,39,0,6.0,1,1,0.06,22,0
B4819,Proprietorship,14,250000,working capital,16687023,1497275,0.93,,7,28889.09,8,0,virtual office,16,1,1.0,1,1,0.01,8,0
B4820,Pvt Ltd,110,250000,inventory,15010972,1483806,0.84,44.0,1,12226.32,12,0,virtual office,21,1,9.0,1,3,0.02,3,1
B4821,Pvt Ltd,116,500000,inventory,4473072,393056,0.95,23.0,6,46130.06,6,0,commercial,21,1,1.0,1,4,0.11,15,0
B4822,Pvt Ltd,118,1000000,expansion,15648732,1245154,1.05,35.0,1,27863.7,8,0,coworking,1,1,2.0,1,4,0.06,17,1
B4823,Pvt Ltd,100,500000,expansion,6392391,559521,0.95,4.0,6,26325.27,8,0,virtual office,57,1,,0,2,0.08,9,0
B4824,Pvt Ltd,55,100000,inventory,15617530,1394941,0.93,28.0,0,21781.92,1,0,virtual office,30,1,0.0,1,4,0.01,16,0
B4825,LLP,95,500000,inventory,16920116,1528479,0.92,42.0,5,2903.56,9,0,coworking,47,1,3.0,1,1,0.03,21,0
B4826,Pvt Ltd,86,1000000,equipment purchase,18409313,1964008,0.78,41.0,9,44120.07,1,0,coworking,34,1,7.0,1,4,0.05,7,0
B4827,LLP,101,500000,expansion,16092169,1082451,1.24,42.0,6,15849.71,11,0,commercial,48,1,7.0,1,2,0.03,1,0
B4828,Pvt Ltd,88,500000,inventory,12209705,1092621,0.93,13.0,3,32123.02,2,0,commercial,39,1,4.0,1,3,0.04,9,0
B4829,Pvt Ltd,54,1000000,equipment purchase,8046083,544985,1.23,1.0,10,30371.68,9,0,residential,46,1,6.0,0,0,0.12,11,0
B4830,LLP,87,500000,working capital,6240770,429559,1.21,12.0,10,29224.34,7,0,commercial,23,1,4.0,1,3,0.08,6,0
B4831,Proprietorship,112,250000,expansion,19997130,1835661,0.91,43.0,0,26285.61,10,0,commercial,34,1,3.0,1,2,0.01,6,0
B4832,Proprietorship,87,2500000,inventory,8486937,883753,0.8,40.0,11,9071.99,1,0,residential,56,0,5.0,1,4,0.29,12,0
B4833,LLP,20,100000,expansion,10095186,669164,1.26,26.0,5,,3,0,commercial,30,1,7.0,1,1,0.01,18,0
B4834,Pvt Ltd,17,5000000,equipment purchase,12093453,1287428,0.78,46.0,3,26209.4,14,0,commercial,56,1,9.0,1,4,0.41,9,0
B4835,LLP,111,100000,inventory,12767178,948626,1.12,46.0,2,39467.12,1,0,commercial,57,1,,1,0,0.01,19,0
B4836,Pvt Ltd,89,100000,working capital,6814975,530879,1.07,,3,21599.45,5,0,commercial,50,1,2.0,0,1,0.01,23,0
B4837,Pvt Ltd,39,2500000,working capital,5507393,363583,1.26,49.0,5,10196.13,4,1,residential,33,1,3.0,0,3,0.45,5,0
B4838,LLP,49,250000,equipment purchase,11773018,1049271,0.94,22.0,4,4397.22,8,0,coworking,16,1,4.0,1,2,0.02,12,0
B4839,Pvt Ltd,87,1000000,working capital,17450913,1538374,0.95,28.0,1,33150.55,9,0,residential,41,1,0.0,1,3,0.06,17,1
B4840,Pvt Ltd,14,1000000,working capital,10805665,869281,1.04,17.0,1,21167.0,12,0,residential,30,1,8.0,1,0,0.09,15,1
B4841,Partnership,86,2500000,working capital,12576425,1033001,1.01,6.0,2,6268.54,4,0,commercial,3,1,7.0,0,0,0.2,21,1
B4842,Partnership,112,5000000,working capital,2756587,246665,0.93,14.0,10,33723.34,3,0,commercial,58,1,1.0,1,4,1.81,6,0
B4843,Pvt Ltd,100,250000,working capital,6710943,587262,0.95,,5,,14,0,virtual office,45,0,,1,4,0.04,7,1
B4844,Pvt Ltd,116,1000000,working capital,18718730,1442212,1.08,38.0,11,25450.8,4,0,residential,2,1,8.0,1,4,0.05,7,0
B4845,Pvt Ltd,29,100000,working capital,17533296,1797847,0.81,5.0,0,15309.4,14,0,commercial,26,1,2.0,1,0,0.01,15,0
B4846,Pvt Ltd,73,250000,inventory,2930735,268796,0.91,13.0,10,,6,0,virtual office,18,1,4.0,1,1,0.09,7,0
B4847,Partnership,117,1000000,working capital,6444863,442141,1.21,48.0,6,11414.4,1,0,coworking,2,1,8.0,0,3,0.16,14,0
B4848,Pvt Ltd,56,250000,inventory,4643717,345160,1.12,9.0,7,,13,0,commercial,40,1,5.0,1,3,0.05,7,0
B4849,Proprietorship,24,500000,expansion,15572417,1521849,0.85,44.0,6,47974.68,13,0,commercial,3,1,4.0,1,2,0.03,5,0
B4850,Pvt Ltd,25,500000,equipment purchase,11975087,761131,1.31,,10,15936.26,3,0,commercial,17,1,7.0,1,2,0.04,0,1
B4851,Partnership,78,500000,working capital,19670685,1885335,0.87,26.0,2,32229.66,4,0,commercial,24,0,4.0,1,1,0.03,15,0
B4852,Pvt Ltd,59,5000000,equipment purchase,6768358,516259,1.09,13.0,5,15836.35,12,0,virtual office,2,1,8.0,1,4,0.74,12,0
B4853,Proprietorship,80,100000,working capital,3907264,335703,0.97,19.0,3,5533.75,1,0,coworking,6,1,2.0,1,4,0.03,3,0
B4854,Pvt Ltd,41,500000,inventory,6088138,440545,1.15,48.0,4,31377.36,3,0,residential,40,1,0.0,1,1,0.08,17,0
B4855,LLP,109,2500000,working capital,869215,93576,0.77,17.0,2,45801.58,1,0,residential,26,1,3.0,1,3,2.88,6,1
B4856,Pvt Ltd,49,500000,expansion,796518,82539,0.8,16.0,4,22628.23,11,0,residential,57,1,6.0,0,4,0.63,0,1
B4857,Pvt Ltd,19,100000,equipment purchase,9867825,1033712,0.8,30.0,5,31308.83,10,0,commercial,49,1,2.0,1,3,0.01,4,0
B4858,Partnership,24,500000,equipment purchase,14458000,976957,1.23,,7,30444.92,5,0,residential,57,1,9.0,1,0,0.03,7,0
B4859,Partnership,27,250000,expansion,19120540,1920043,0.83,,11,20754.49,1,0,virtual office,56,1,7.0,0,2,0.01,3,1
B4860,Proprietorship,12,100000,inventory,7294622,620795,0.98,48.0,5,30744.83,12,1,virtual office,6,1,1.0,1,4,0.01,6,1
B4861,LLP,34,1000000,inventory,7588444,711236,0.89,15.0,8,12965.9,9,0,commercial,12,1,8.0,0,2,0.13,15,0
B4862,Proprietorship,112,500000,expansion,1427562,98799,1.2,12.0,9,18901.9,7,0,commercial,21,0,2.0,1,1,0.35,4,0
B4863,Pvt Ltd,107,2500000,equipment purchase,13711754,1287980,0.89,37.0,9,22115.94,11,0,commercial,16,1,5.0,1,0,0.18,16,0
B4864,Pvt Ltd,51,1000000,working capital,12453034,1295697,0.8,11.0,9,43200.43,8,0,residential,6,0,6.0,1,4,0.08,10,0
B4865,Pvt Ltd,75,500000,inventory,9831117,704963,1.16,5.0,9,17416.64,9,0,commercial,34,1,4.0,1,4,0.05,17,0
